school_code,county,pub_priv,district,city,school_name,enrollment,utd_num,utd_per,cond_num,cond_per,pme_num,pme_per,pbe_num,pbe_per,p,q,r,s,t,u,v,w,x,y,z,aa,ab,ac,ad,ae,af,herd,field34,field35,field36,field37,field38,field39,field40,field41,field42,field43,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate,school_code
6024079,MADERA,PUBLIC,CHAWANAKEE UNIFIED,NORTH FORK,NORTH FORK ELEMENTARY,32,26,81,0,0,0,0,6,19,4,13,2,6,0,0,26,81,26,81,26,81,26,81,26,81,Y,Yes,,,,,,,,,,,20756066024079,0600116,09296,Active,Madera,Chawanakee Unified,North Fork Elementary,33087 Road 228,33087 Road 228,North Fork,93643-0707,CA,33087 Road 228,33087 Road 228,North Fork,93643-0707,CA,(559) 877-2215,,www.chawanakee.k12.ca.us,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.226914,-119.50157,Gayle,Fain,gfain@mychawanakee.org,,,,,,,6/18/2015,6024079
6024103,MADERA,PUBLIC,CHAWANAKEE UNIFIED,O'NEALS,SPRING VALLEY ELEMENTARY,25,19,76,0,0,0,0,6,24,6,24,0,0,0,0,19,76,19,76,19,76,19,76,19,76,Y,Yes,,,,,,,,,,,20652846024103,,,Merged,Madera,Spring Valley Elementary,Spring Valley Elementary,Road 200,Road 200,O'Neals,93645,CA,Road 200,Road 200,O'Neals,93645,CA,,,,7/1/1980,6/30/1989,N,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),,,ELEM,Elementary,K-8,,,,,,,,,,,,,,6/24/1999,6024103
6024103,MADERA,PUBLIC,CHAWANAKEE UNIFIED,O'NEALS,SPRING VALLEY ELEMENTARY,25,19,76,0,0,0,0,6,24,6,24,0,0,0,0,19,76,19,76,19,76,19,76,19,76,Y,Yes,,,,,,,,,,,20756066024103,0600116,09482,Active,Madera,Chawanakee Unified,Spring Valley Elementary,46655 Road 200,46655 Road 200,O'Neals,93645-0009,CA,PO Box 9,PO Box 9,O'Neals,93645-0009,CA,(559) 868-3343,,www.chawanakee.k12.ca.us,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.121190,-119.70022,Jessica,Fairbanks,jfairbanks@mychawanakee.org,,,,,,,8/27/2015,6024103
6023899,MADERA,PUBLIC,CHOWCHILLA ELEMENTARY,CHOWCHILLA,STEPHENS ELEMENTARY,279,271,97,7,3,0,0,1,0,1,0,0,0,0,0,273,98,275,99,277,99,276,99,278,100,Y,Yes,,,,,,,,,,,20651936023899,0608520,00850,Active,Madera,Chowchilla Elementary,Stephens Elementary,355 North 5th Street,355 North 5th St.,Chowchilla,93610-0907,CA,PO Box 910,PO Box 910,Chowchilla,93610-0907,CA,(559) 665-8060,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K,K,N,37.122449,-120.26487,Kristi,Ariaz,ariazk@chowkids.com,,,,,,,6/18/2015,6023899
6103824,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,SIERRA VIEW ELEMENTARY,43,37,86,0,0,1,2,5,12,0,0,5,12,0,0,37,86,37,86,37,86,37,86,37,86,Y,Yes,,,,,,,,,,,20652846103824,,,Merged,Madera,Spring Valley Elementary,Sierra View Elementary,16436 Paula Road,16436 Paula Rd.,Madera,93638,CA,16436 Paula Road,16436 Paula Rd.,Madera,93638,CA,,,,7/1/1980,6/30/1989,N,,,52,Elementary School District,60,Elementary Schools (Public),,,ELEM,Elementary,K-5,,,,,,,,,,,,,,6/24/1999,6103824
6103824,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,SIERRA VIEW ELEMENTARY,43,37,86,0,0,1,2,5,12,0,0,5,12,0,0,37,86,37,86,37,86,37,86,37,86,Y,Yes,,,,,,,,,,,20755806103824,0600068,11682,Active,Madera,Golden Valley Unified,Sierra View Elementary,16436 Paula Road,16436 Paula Rd.,Madera,93636-9238,CA,16436 Paula Road,16436 Paula Rd.,Madera,93636-9238,CA,(559) 645-3560,,www.gvusd.k12.ca.us,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.984663,-119.87939,Chris,Imperatrice,cimperatrice@gvusd.k12.ca.us,,,,,,,1/7/2016,6103824
6100820,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,WEBSTER ELEMENTARY,72,72,100,0,0,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,Y,No,,,,,,,,,,,20652436100820,0623340,,Merged,Madera,Madera Unified,Webster Elementary,,,,,,,,,,,,,,7/1/1980,6/30/1999,N,,,54,Unified School District,60,Elementary Schools (Public),,,ELEM,Elementary,K-8,K-8,,,,,,,,,,,,,2/4/2000,6100820
6100820,MADERA,PUBLIC,GOLDEN VALLEY UNIFIED,MADERA,WEBSTER ELEMENTARY,72,72,100,0,0,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,Y,No,,,,,,,,,,,20755806100820,0600068,07312,Active,Madera,Golden Valley Unified,Webster Elementary,36477 Ruth Avenue,36477 Ruth Ave.,Madera,93636-8512,CA,36477 Ruth Avenue,36477 Ruth Ave.,Madera,93636-8512,CA,(559) 645-3540,,www.gvusd.k12.ca.us,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.929634,-119.88563,Lalo,Lopez,llopez@gvusd.k12.ca.us,,,,,,,1/7/2016,6100820
6107122,MADERA,PUBLIC,MADERA UNIFIED,MADERA,ALPHA ELEMENTARY,151,150,99,1,1,0,0,0,0,0,0,0,0,0,0,150,99,151,100,151,100,151,100,151,100,Y,No,,,,,,,,,,,20652436107122,0623340,09397,Active,Madera,Madera Unified,Alpha Elementary,900 Stadium Road,900 Stadium Rd.,Madera,93637-5700,CA,900 Stadium Road,900 Stadium Rd.,Madera,93637-5700,CA,(559) 661-4101,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.944026,-120.06498,Tom,Chagoya,tomchagoya@maderausd.org,,,,,,,6/18/2015,6107122
6105951,MADERA,PUBLIC,MADERA UNIFIED,MADERA,BERENDA ELEMENTARY,126,121,96,4,3,0,0,1,1,1,1,0,0,0,0,122,97,125,99,124,98,123,98,125,99,Y,Yes,,,,,,,,,,,20652436105951,0623340,08894,Active,Madera,Madera Unified,Berenda Elementary,26820 Club Drive,26820 Club Dr.,Madera,93638-2725,CA,26820 Club Drive,26820 Club Dr.,Madera,93638-2725,CA,(559) 674-3325,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,37.024596,-120.05796,Carsten,Christiansen,carstenchristiansen@maderausd.org,,,,,,,6/18/2015,6105951
0110957,MADERA,PUBLIC,MADERA UNIFIED,MADERA,CESAR CHAVEZ ELEMENTARY,123,121,98,1,1,1,1,0,0,0,0,0,0,0,0,121,98,121,98,121,98,121,98,121,98,Y,No,,,,,,,,,,,20652430110957,0623340,11678,Active,Madera,Madera Unified,Cesar Chavez Elementary,2600 East Pecan,2600 East Pecan,Madera,93638-6042,CA,2600 East Pecan,2600 East Pecan,Madera,93638-6042,CA,(559) 664-9701,,,8/14/2006,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.936900,-120.01780,Stephanie,McPherson,stephaniemcpherson@maderausd.org,,,,,,,6/18/2015,0110957
6023949,MADERA,PUBLIC,MADERA UNIFIED,MADERA,DIXIELAND ELEMENTARY,31,31,100,0,0,0,0,0,0,0,0,0,0,0,0,31,100,31,100,31,100,31,100,31,100,Y,No,,,,,,,,,,,20652436023949,0623340,03544,Active,Madera,Madera Unified,Dixieland Elementary,18440 Road 19,18440 Road 19,Madera,93637-9747,CA,18440 Road 19,18440 Road 19,Madera,93637-9747,CA,(559) 673-9119,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.017518,-120.20241,Ana,Carrillo,anacarrillo@maderausd.org,,,,,,,8/21/2015,6023949
0129544,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EASTIN ARCOLA,37,35,95,1,3,0,0,1,3,0,0,1,3,0,0,36,97,36,97,36,97,36,97,35,95,Y,Yes,,,,,,,,,,,20652430129544,0623340,13804,Active,Madera,Madera Unified,Eastin Arcola,29551 Avenue 8,29551 Avenue 8,Madera,93637-8508,CA,29551 Avenue 8,29551 Avenue 8,Madera,93637-8508,CA,(559) 674-8841,,www.madera.k12.ca.us,8/11/2014,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,36.865867,-120.00936,Danene,Guglielmana,daneneguglielmana@maderausd.org,,,,,,,6/18/2015,0129544
0107938,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EZEQUIEL TAFOYA ALVARADO ACADEMY,77,77,100,0,0,0,0,0,0,0,0,0,0,0,0,77,100,77,100,77,100,77,100,77,100,Y,No,,,,,,,,,,,20652430107938,0623340,10951,Active,Madera,Madera Unified,Ezequiel Tafoya Alvarado Academy,26247 Ellis Street,26247 Ellis St.,Madera,93638-0813,CA,26247 Ellis Street,26247 Ellis St.,Madera,93638-0813,CA,(559) 675-2070,,www.roadrunnersatwork.com,8/22/2005,,Y,0676,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,36.986956,-120.06964,Nicolas,Retana,nicolasretana@hotmail.com,,,,,,,6/18/2015,0107938
6023964,MADERA,PUBLIC,MADERA UNIFIED,MADERA,GEORGE WASHINGTON ELEMENTARY,129,128,99,1,1,0,0,0,0,0,0,0,0,0,0,128,99,128,99,129,100,129,100,129,100,Y,No,,,,,,,,,,,20652436023964,0623340,03556,Active,Madera,Madera Unified,George Washington Elementary,509 South Street,509 South St.,Madera,93638-2401,CA,509 South Street,509 South St.,Madera,93638-2401,CA,(559) 674-6705,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.970427,-120.06192,Adalberto,Hernandez,adalbertohernandez@maderausd.org,,,,,,,6/18/2015,6023964
6023972,MADERA,PUBLIC,MADERA UNIFIED,MADERA,HOWARD ELEMENTARY,58,53,91,4,7,0,0,1,2,0,0,1,2,0,0,53,91,53,91,53,91,55,95,55,95,Y,Yes,,,,,,,,,,,20652436023972,0623340,03546,Active,Madera,Madera Unified,Howard Elementary,13878 Road 21 1/2,13878 Road 21 1/2,Madera,93637-9212,CA,13878 Road 21 1/2,13878 Road 21 1/2,Madera,93637-9212,CA,(559) 674-8568,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,36.951066,-120.15613,Orlando,Bellomo,orlandobellomo@maderausd.org,,,,,,,6/18/2015,6023972
6023980,MADERA,PUBLIC,MADERA UNIFIED,MADERA,JAMES MADISON ELEMENTARY,91,91,100,0,0,0,0,0,0,0,0,0,0,0,0,91,100,91,100,91,100,91,100,91,100,Y,No,,,,,,,,,,,20652436023980,0623340,06019,Active,Madera,Madera Unified,James Madison Elementary,109 Stadium Road,109 Stadium Rd.,Madera,93637-5389,CA,109 Stadium Road,109 Stadium Rd.,Madera,93637-5389,CA,(559) 675-4630,,,8/1/1996,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.952701,-120.06500,Lisa,Fernandez,lisafernandez@maderausd.org,,,,,,,6/18/2015,6023980
6023998,MADERA,PUBLIC,MADERA UNIFIED,MADERA,JAMES MONROE ELEMENTARY,114,113,99,1,1,0,0,0,0,0,0,0,0,0,0,114,100,114,100,113,99,114,100,114,100,Y,No,,,,,,,,,,,20652436023998,0623340,03551,Active,Madera,Madera Unified,James Monroe Elementary,1819 North Lake Street,1819 North Lake St.,Madera,93638-1640,CA,1819 North Lake Street,1819 North Lake St.,Madera,93638-1640,CA,(559) 674-5679,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.984872,-120.05609,Kimberly,Bitter,kimberlybitter@maderausd.org,,,,,,,6/18/2015,6023998
6024004,MADERA,PUBLIC,MADERA UNIFIED,MADERA,JOHN ADAMS ELEMENTARY,136,133,98,1,1,1,1,0,0,0,0,0,0,1,1,133,98,133,98,133,98,134,99,134,99,Y,No,,,,,,,,,,,20652436024004,0623340,03543,Active,Madera,Madera Unified,John Adams Elementary,1822 National Avenue,1822 National Ave.,Madera,93637-4344,CA,1822 National Avenue,1822 National Ave.,Madera,93637-4344,CA,(559) 674-4631,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.958232,-120.08045,Melissa,Murray,murray_m@madera.k12.ca.us,,,,,,,6/18/2015,6024004
0113050,MADERA,PUBLIC,MADERA UNIFIED,MADERA,JOHN J. PERSHING ELEMENTARY,139,139,100,0,0,0,0,0,0,0,0,0,0,0,0,139,100,139,100,139,100,139,100,139,100,Y,No,,,,,,,,,,,20652430113050,0623340,11926,Active,Madera,Madera Unified,John J. Pershing Elementary,1505 East Ellis Street,1505 East Ellis St.,Madera,93638-5513,CA,1505 East Ellis Street,1505 East Ellis St.,Madera,93638-5513,CA,(559) 664-9741,,www.madera.k12.ca.us,8/14/2007,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.986788,-120.04604,Andy,Beakes,beakes_a@madera.k12.ca.us,,,,,,,6/18/2015,0113050
6024012,MADERA,PUBLIC,MADERA UNIFIED,MADERA,LA VINA ELEMENTARY,27,23,85,4,15,0,0,0,0,0,0,0,0,0,0,23,85,27,100,27,100,27,100,27,100,Y,No,,,,,,,,,,,20652436024012,0623340,03547,Active,Madera,Madera Unified,La Vina Elementary,8594 Road 23,8594 Road 23,Madera,93637-9359,CA,8594 Road 23,8594 Road 23,Madera,93637-9359,CA,(559) 673-5194,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,36.874523,-120.12854,Jesus,Navarro,jesusnavarro@maderausd.org,,,,,,,6/18/2015,6024012
6112312,MADERA,PUBLIC,MADERA UNIFIED,MADERA,LINCOLN ELEMENTARY,146,145,99,1,1,0,0,0,0,0,0,0,0,0,0,145,99,146,100,146,100,146,100,146,100,Y,No,,,,,,,,,,,20652436112312,0623340,03282,Active,Madera,Madera Unified,Lincoln Elementary,650 Liberty Lane,650 Liberty Ln.,Madera,93637-2687,CA,650 Liberty Lane,650 Liberty Ln.,Madera,93637-2687,CA,(559) 675-4600,,,7/29/1994,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.961028,-120.10353,Linda,Monreal,monreal_l@madera.k12.ca.us,,,,,,,6/18/2015,6112312
6024020,MADERA,PUBLIC,MADERA UNIFIED,MADERA,MILLVIEW ELEMENTARY,151,140,93,11,7,0,0,0,0,0,0,0,0,0,0,144,95,147,97,148,98,149,99,150,99,Y,No,,,,,,,,,,,20652436024020,0623340,03550,Active,Madera,Madera Unified,Millview Elementary,1609 Clinton Street,1609 Clinton St.,Madera,93638-1901,CA,1609 Clinton Street,1609 Clinton St.,Madera,93638-1901,CA,(559) 674-8509,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.970169,-120.04127,Rosalinda,Galvez,rosalindagalvez@maderausd.org,,,,,,,6/18/2015,6024020
0109702,MADERA,PUBLIC,MADERA UNIFIED,MADERA,NISHIMOTO ELEMENTARY,126,121,96,5,4,0,0,0,0,0,0,0,0,0,0,121,96,126,100,126,100,126,100,126,100,Y,No,,,,,,,,,,,20652430109702,0623340,10954,Active,Madera,Madera Unified,Nishimoto Elementary,26460 Martin Street,26460 Martin St.,Madera,93638-0833,CA,26460 Martin Street,26460 Martin St.,Madera,93638-0833,CA,(559) 675-4500,,,9/19/2005,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.992626,-120.06770,Isabel,Guzman,isabelguzman@maderausd.org,,,,,,,6/18/2015,0109702
0116970,MADERA,PUBLIC,MADERA UNIFIED,MADERA,PARKWOOD ELEMENTARY,131,129,98,2,2,0,0,0,0,0,0,0,0,0,0,129,98,129,98,129,98,130,99,131,100,Y,No,,,,,,,,,,,20652430116970,0623340,12280,Active,Madera,Madera Unified,Parkwood Elementary,1150 East Pecan Avenue,1150 East Pecan Ave.,Madera,93637-6256,CA,1150 East Pecan Avenue,1150 East Pecan Ave.,Madera,93637-6256,CA,(559) 675-4500,,,8/13/2008,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.937350,-120.04350,Omar,Jeronimo,jeronimo_o@madera.k12.ca.us,,,,,,,6/18/2015,0116970
0100016,MADERA,PUBLIC,MADERA UNIFIED,MADERA,SHERMAN THOMAS CHARTER,21,21,100,0,0,0,0,0,0,0,0,0,0,0,0,21,100,21,100,21,100,21,100,21,100,Y,No,,,,,,,,,,,20652430100016,0623340,11160,Active,Madera,Madera Unified,Sherman Thomas Charter,101 West Adell Street,101 West Adell St.,Madera,93638-0877,CA,101 West Adell Street,101 West Adell St.,Madera,93638-0877,CA,(559) 674-1192,,www.stcs.k12.ca.us,8/11/2003,,Y,0507,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,36.984119,-120.06699,Tera,Napier,tnapier@stcs.k12.ca.us,,,,,,,6/18/2015,0100016
6024046,MADERA,PUBLIC,MADERA UNIFIED,MADERA,SIERRA VISTA ELEMENTARY,142,142,100,0,0,0,0,0,0,0,0,0,0,0,0,142,100,142,100,142,100,142,100,142,100,Y,No,,,,,,,,,,,20652436024046,0623340,03553,Active,Madera,Madera Unified,Sierra Vista Elementary,917 Olive Avenue,917 Olive Ave.,Madera,93638-4845,CA,917 Olive Avenue,917 Olive Ave.,Madera,93638-4845,CA,(559) 674-8579,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,36.952777,-120.04578,Kathleen,Nekumanesh,nekumanesh_k@madera.k12.ca.us,,,,,,,6/18/2015,6024046
6023915,MADERA,PUBLIC,YOSEMITE UNIFIED,COARSEGOLD,COARSEGOLD ELEMENTARY,48,42,88,4,8,1,2,1,2,1,2,0,0,0,0,43,90,44,92,46,96,44,92,46,96,Y,Yes,,,,,,,,,,,20764146023915,0600160,00936,Active,Madera,Yosemite Unified,Coarsegold Elementary,45426 Road 415,45426 Road 415,Coarsegold,93614-9522,CA,45426 Road 415,45426 Road 415,Coarsegold,93614-9522,CA,(559) 683-4842,,,7/1/1980,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.257982,-119.71710,Stacy,Nicol,snicol@yosemiteusd.com,,,,,,,6/18/2015,6023915
6110076,MADERA,PUBLIC,YOSEMITE UNIFIED,OAKHURST,MOUNTAIN HOME CHARTER -ALTERNATIVE-,31,16,52,8,26,0,0,7,23,6,19,1,3,0,0,17,55,17,55,17,55,20,65,18,58,Y,Yes,,,,,,,,,,,20764146110076,0600160,10251,Active,Madera,Yosemite Unified,Mountain Home Charter (Alternative),41267 Highway 41,41267 Highway 41,Oakhurst,93644-9403,CA,41267 Highway 41,41267 Highway 41,Oakhurst,93644-9403,CA,(559) 642-1422,,www.mountainhomecharter.org,2/1/1991,,Y,0063,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.348619,-119.64223,Michael,Cox,mcox@mountainhomecharter.org,,,,,,,6/18/2015,6110076
6110019,MADERA,PUBLIC,YOSEMITE UNIFIED,COARSEGOLD,RIVERGOLD ELEMENTARY,61,59,97,1,2,0,0,1,2,1,2,0,0,0,0,59,97,60,98,60,98,60,98,60,98,Y,Yes,,,,,,,,,,,20764146110019,0600160,10252,Active,Madera,Yosemite Unified,Rivergold Elementary,31800 Road 400,31800 Road 400,Coarsegold,93614-9501,CA,31800 Road 400,31800 Road 400,Coarsegold,93614-9501,CA,(559) 658-7566,,,8/26/1991,,N,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,37.168496,-119.83532,Bob,Rose,brose@yosemiteusd.com,,,,,,,6/18/2015,6110019
6024137,MARIN,PUBLIC,BOLINAS-STINSON UNION,BOLINAS,BOLINAS-STINSON ELEMENTARY,10,8,80,0,0,0,0,2,20,2,20,0,0,0,0,8,80,8,80,8,80,8,80,8,80,Y,Yes,,,,,,,,,,,21653006024137,0605520,00501,Active,Marin,Bolinas-Stinson Union,Bolinas-Stinson Elementary,125 Olema-Bolinas Road,125 Olema-Bolinas Rd.,Bolinas,94924-9747,CA,125 Olema-Bolinas Road,125 Olema-Bolinas Rd.,Bolinas,94924-9747,CA,(415) 868-1603,,www.bolinas-stinson.org,7/1/1980,,N,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,P,37.909873,-122.68812,Jason,Richardson,jrichardson@bolinas-stinson.org,,,,,,,6/18/2015,6024137
6024160,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,DIXIE ELEMENTARY,79,68,86,8,10,0,0,3,4,3,4,0,0,0,0,72,91,73,92,74,94,74,94,74,94,Y,Yes,,,,,,,,,,,21653186024160,0611220,01244,Active,Marin,Dixie Elementary,Dixie Elementary,1175 Idylberry Drive,1175 Idylberry Dr.,San Rafael,94903-1131,CA,1175 Idylberry Drive,1175 Idylberry Dr.,San Rafael,94903-1131,CA,(415) 492-3730,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,38.029584,-122.57336,Greg,Johnson,gjohnson@dixieschooldistrict.org,,,,,,,6/18/2015,6024160
6024194,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,MARY E. SILVEIRA ELEMENTARY,68,62,91,3,4,0,0,3,4,3,4,0,0,0,0,65,96,65,96,63,93,64,94,65,96,Y,Yes,,,,,,,,,,,21653186024194,0611220,10255,Active,Marin,Dixie Elementary,Mary E. Silveira Elementary,375 Blackstone Drive,375 Blackstone Dr.,San Rafael,94903-1401,CA,375 Blackstone Drive,375 Blackstone Dr.,San Rafael,94903-1401,CA,(415) 492-3741,,,9/3/1991,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,38.037774,-122.53986,Will,Anderson,wanderson@dixieschooldistrict.org,,,,,,,6/18/2015,6024194
6024244,MARIN,PUBLIC,DIXIE ELEMENTARY,SAN RAFAEL,VALLECITO ELEMENTARY,74,66,89,3,4,0,0,5,7,5,7,0,0,0,0,69,93,69,93,67,91,67,91,68,92,Y,Yes,,,,,,,,,,,21653186024244,0611220,08822,Active,Marin,Dixie Elementary,Vallecito Elementary,50 Nova Albion Way,50 Nova Albion Way,San Rafael,94903-3556,CA,50 Nova Albion Way,50 Nova Albion Way,San Rafael,94903-3556,CA,(415) 492-3750,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,38.005969,-122.55060,Tracy,Smith,tsmith@dixieschooldistrict.org,,,,,,,6/18/2015,6024244
6024319,MARIN,PUBLIC,KENTFIELD ELEMENTARY,KENTFIELD,ANTHONY G. BACICH ELEMENTARY,124,113,91,0,0,0,0,11,9,11,9,0,0,0,0,113,91,113,91,113,91,113,91,113,91,Y,Yes,,,,,,,,,,,21653346024319,0619380,02327,Active,Marin,Kentfield Elementary,Anthony G. Bacich Elementary,699 Sir Francis Drake Boulevard,699 Sir Francis Drake Blvd.,Kentfield,94904-1639,CA,699 Sir Francis Drake Boulevard,699 Sir Francis Drake Blvd.,Kentfield,94904-1639,CA,(415) 925-2220,,,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,37.952814,-122.53824,Sally,Peck,speck@kentfieldschools.org,,,,,,,6/18/2015,6024319
6024335,MARIN,PUBLIC,LAGUNITAS ELEMENTARY,SAN GERONIMO,LAGUNITAS ELEMENTARY,12,11,92,0,0,0,0,1,8,1,8,0,0,0,0,11,92,11,92,11,92,11,92,11,92,Y,Yes,,,,,,,,,,,21653596024335,0620520,02473,Active,Marin,Lagunitas Elementary,Lagunitas Elementary,One Lagunitas School Road,One Lagunitas School Rd.,San Geronimo,94963-0308,CA,PO Box 308,PO Box 308,San Geronimo,94963-0308,CA,(415) 488-9437,203,www.lagunitas.org,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,38.017501,-122.67544,Laura,Shain,lshain@marin.k12.ca.us,,,,,,,6/18/2015,6024335
6024343,MARIN,PUBLIC,LAGUNITAS ELEMENTARY,SAN GERONIMO,SAN GERONIMO VALLEY ELEMENTARY,17,16,94,1,6,0,0,0,0,0,0,0,0,0,0,17,100,17,100,17,100,16,94,17,100,Y,No,,,,,,,,,,,21653596024343,0620520,02474,Active,Marin,Lagunitas Elementary,San Geronimo Valley Elementary,One Lagunitas School Road,One Lagunitas School Rd.,San Geronimo,94963-0308,CA,PO Box 308,PO Box 308,San Geronimo,94963-0308,CA,(415) 488-9421,301,www.lagunitas.org,7/1/1980,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,38.017508,-122.67543,Laura,Shain,lshain@marin.k12.ca.us,,,,,,,6/18/2015,6024343
0129148,MARIN,PUBLIC,LARKSPUR-CORTE MADERA,CORTE MADERA,COVE,95,89,94,1,1,0,0,5,5,5,5,0,0,0,0,89,94,90,95,90,95,90,95,90,95,Y,Yes,,,,,,,,,,,21653670129148,0620910,13739,Active,Marin,Larkspur-Corte Madera,Cove,330 Golden Hind Passage,330 Golden Hind Passage,Corte Madera,94925-1914,CA,330 Golden Hind Passage,330 Golden Hind Passage,Corte Madera,94925-1914,CA,(415) 945-9046,,www.lcmschools.org,9/8/2014,,N,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,37.921165,-122.49934,Michelle,Walker,mwalker@lcmschools.org,,,,,,,9/8/2015,0129148
